时间,姓名,内容,阅读,评论,,,,,
2021/3/18 15:41,加布里埃尔.可可9,一顿操作猛如虎，收盘只有0.5[大笑][大笑],403,5,,,,,
2021/3/18 14:56,Tommy8888,有望挑战石头科技,820,1,,,,,
2021/3/18 14:08,石瓢紫砂壶,诱杀！老套路子,207,0,,,,,
2021/3/18 14:05,极米科技资讯,智能硬件系列之智能投影（二）：从黑马到龙,8480,15,,,,,
2021/3/18 13:53,随心所欲的感悟,这个股票上上下下，熬心。一下上不去，一下,333,1,,,,,
2021/3/18 13:18,相信友好的明天,这几天的高点，场内筹码正在纠结,248,0,,,,,
2021/3/18 10:54,石瓢紫砂壶,满仓操！,368,0,,,,,
2021/3/18 10:45,小皓聊投资,“投影设备一哥”极米科技估值分析（下）,4658,8,,,,,
2021/3/18 9:36,历史砖家,昨天主力已拉高出货完毕，今天开始15个一字,460,3,,,,,
2021/3/18 9:22,皮股民一个,打爆融券商,441,0,,,,,
2021/3/18 7:58,皮股民一个,打爆融券的啦！飙升！！！,387,0,,,,,
2021/3/18 7:43,Peter韩,2021年3月16日，极米科技(股票代码：688696,615,1,,,,,
2021/3/18 7:02,农民工打工,这票要起飞百度ai加持百度港股上市,377,0,,,,,
2021/3/18 1:35,WANGJUNAN2018,持有这只股票的人应该是SB,322,2,,,,,
2021/3/17 22:55,把我机会,空头理解不了消费升级的逻辑,160,0,,,,,
2021/3/17 20:22,啥最无聊,真是极品,246,0,,,,,
2021/3/17 18:24,极米科技股友,请问公司是否计划发力海外市场？之所以这么,670,1,,,,,
2021/3/17 17:20,走过好望角,昨天判断极米资金流入，值得关注，今天表现,302,0,,,,,
2021/3/17 17:16,一生何求2040,第二股东百度本月23号港股上市,277,0,,,,,
2021/3/17 16:40,云588,买注册制次新股风险你要扛得住，像九号，石头，都是先,441,1,,,,,
2021/3/17 16:29,海洋一虚竹,极米科技，谁买谁赔钱！我割肉卖了！,339,2,,,,,
2021/3/17 16:19,股友m1iMVa,老子哭了，死!,348,1,,,,,
2021/3/17 15:09,农民工打工,上次听说有个人成本做到481所以我481走了,332,4,,,,,
2021/3/17 15:00,getrich8888,刺激！！！昨天吃进今天出！！,193,0,,,,,
2021/3/17 14:53,魑魅魍魉wlf,做短线的可以先撤了 长线的拿着没问题,559,0,,,,,
2021/3/17 14:52,云飞渡从容,收盘价500.7,184,0,,,,,
2021/3/17 14:45,经纶满斗de江别鹤,极米极米，涨停得节拍呀……,217,0,,,,,
2021/3/17 14:38,民之,500元肯定遇阻,295,2,,,,,
2021/3/17 14:34,暖阳花香微风,一天唱几次空的那几个意图明显，就是卖了又想要便宜筹,278,2,,,,,
2021/3/17 14:32,股友X2yYXW,还有可能涨到500以上吗？,259,3,,,,,
2021/3/17 14:29,皮股民一个,开始反弹啦！大家快抄底呀呀！！！！,257,2,,,,,
2021/3/17 14:28,骑毛毛打泡泡,加油极米，来个20cm！,256,0,,,,,
2021/3/17 14:26,一阵风xf,加油,359,0,,,,,
2021/3/17 14:04,一生何求2040,加油加油加油,153,0,,,,,
2021/3/17 13:44,皮股民一个,今天到520明天到620,241,0,,,,,
2021/3/17 12:47,低价买进做个T,没有核心竞争力，是没办法长久的,530,3,,,,,
2021/3/17 11:51,天南海北1,极米科技是高科技企业，筑底成功，只差放量拉升。,269,0,,,,,
2021/3/17 11:47,堆金广进de明月心,来抄底,263,0,,,,,
2021/3/17 10:54,点石高升de孙膑,200手压盘，来搞上去,180,0,,,,,
2021/3/17 10:15,点石高升de孙膑,极米科技不被市场认可，怎么办~主力无法出货,232,0,,,,,
2021/3/17 9:59,超级黑色Pla,别装吧，跌吧，这么贵,142,0,,,,,
2021/3/17 9:09,姐玩的是心跳,下路向下，机构在跑路，小散当心,398,1,,,,,
2021/3/17 8:30,福建总舵主,悟懂了么,453,5,,,,,
2021/3/17 8:03,满天红耶,管住手，200元时建仓，现在有票的会被机构、股东收割,175,0,,,,,
2021/3/17 7:39,极米科技资讯,极米科技(688696)融资融券信息(03-16),474,0,,,,,
2021/3/16 23:27,叫你7777,抄底机会,318,0,,,,,
2021/3/16 22:37,股友S7jpyh,家用电器算哪点核心技术？长虹康佳曾经就是家电巨头！,245,0,,,,,
2021/3/16 21:25,股市万手姐888,昨天散户基本跑光，今天主力悄悄吸货。,511,4,,,,,
2021/3/16 20:53,股友S7jpyh,大家是不是很开心？,254,0,,,,,
2021/3/16 19:09,走过好望角,极米科技收评和明天操作建议……顶比顶低，底比底低的,286,0,,,,,
2021/3/16 16:29,拉萨帮,赚不到钱的股票坚决不买,189,0,,,,,
2021/3/16 15:52,股市万手姐888,抄底开始，明天大涨,265,0,,,,,
2021/3/16 15:14,海洋一虚竹,胡说八道,268,0,,,,,
2021/3/16 15:03,点石高升de孙膑,完全没什么人买~主力你这么打压也不利于你做空~何必呢,349,3,,,,,
2021/3/16 14:48,石瓢紫砂壶,出货危危险抛逃跑,206,0,,,,,
2021/3/16 13:53,石瓢紫砂壶,主力跑光光、小散满仓仓！危险险,273,0,,,,,
2021/3/16 13:38,农民工打工,爱他请买他众人拾柴火焰高万人抬轿票长虹有些人就是嫉,268,0,,,,,
2021/3/16 12:45,巴菲特BMW,周线重心下移挺多，继续观望,272,0,,,,,
2021/3/16 11:30,魑魅魍魉wlf,锁筹了 也都别动了吧,534,1,,,,,
2021/3/16 11:18,农民工打工,留200明天再看看,246,0,,,,,
2021/3/16 10:46,Bufferos,拉起来就是散户们的卖点.别等着下来再后悔.一个破投影,741,1,,,,,
2021/3/16 10:24,丿灬李默然,拉高出货，尾盘收绿，大家能卖的就卖，反正一个月之内,566,0,,,,,
2021/3/16 10:20,农民工打工,获利了哈哈谢谢主力今天不要长太猛,612,0,,,,,
2021/3/16 10:09,皮股民一个,再也不买极米科技了！亏大了！,323,1,,,,,
2021/3/16 9:56,专饮头啖汤,极米科技的估值,431,2,,,,,
2021/3/16 9:48,宗国银河,来了[围观],574,2,,,,,
2021/3/16 9:14,支付圈的朋友,H3S上市今天不表现下吗，老铁,428,0,,,,,
2021/3/16 8:55,券商中国,中一签赚20万？超级"大肉签"就在今日！本周新股数量创,16015,1,,,,,
2021/3/16 8:40,农民工打工,[图片],848,4,,,,,
2021/3/16 7:57,极米科技资讯,极米科技：连续3日融资净偿还累计3178.7万元（03-15）,556,0,,,,,
2021/3/16 7:45,极米科技资讯,极米科技(688696)融资融券信息(03-15),654,0,,,,,
2021/3/16 7:38,农民工打工,[图片],672,1,,,,,
2021/3/15 23:51,极米科技资讯,极米科技深度之投资逻辑：需求场景分析与市,8244,10,,,,,
2021/3/15 23:09,满天彩,400炒短底,128,0,,,,,
2021/3/15 22:35,徐翔的大哥,光峰科技与极米科技专利大战，谁投降？谁有,2406,9,,,,,
2021/3/15 22:21,jilihuayuan,中签户还可以赚十几万,202,0,,,,,
2021/3/15 21:15,kektttttttt,看多了,883,2,,,,,
2021/3/15 21:02,看见风电扇,看多了,473,1,,,,,
股友1155r226U5,可能吗？,250亿市值比派能还低,324,1,2021/3/15 20:44,,,,
2021/3/15 20:37,老牛__耕田,《明日400元再接500股》,262,1,,,,,
2021/3/15 19:41,n1433603757ff4f1,三旺通信？？？？？？？？,301,0,,,,,
2021/3/15 19:11,寿南股神,我还是坚持我五天前的预期：15天后到300多,239,0,,,,,
2021/3/15 18:47,护我大A前行,腰斩三百后再看,237,2,,,,,
2021/3/15 18:36,fJJf,长期下降通道开始，335元左右止跌开始上升,449,2,,,,,
2021/3/15 18:05,需要运气,机构第一天拉到600就是太急功近利了，接下,658,2,,,,,
2021/3/15 18:03,赢家不通吃,先回归300，再继续探底,300,2,,,,,
2021/3/15 16:50,股友zq9uOL,不去追 让可恶的高价股套住机构,195,0,,,,,
2021/3/15 16:21,吉祥民丰de欧阳锋,极米线上占比80%以上，今年芯片会非常缺，,830,5,,,,,
2021/3/15 16:00,股神来看望你们,唱空的人呢，怎么没有了,339,3,,,,,
2021/3/15 15:50,巴菲特BMW,极米可真行，回回最低价收盘,301,0,,,,,
2021/3/15 15:45,Double升升,极米=JM=鸡毛,219,0,,,,,
2021/3/15 15:18,点石高升de孙膑,做空极米科技，做空做空，翻倍没问题,252,0,,,,,
2021/3/15 15:11,股友TcCKR3,这种上市坑人的砸中,163,0,,,,,
2021/3/15 15:07,炒股非等闲,流通盘太大，价太高，费银子，没有上行动能,187,1,,,,,
2021/3/15 15:05,股友Eqybeb,过了315晚会再说,342,3,,,,,
2021/3/15 15:01,农民工打工,看起来比大盘强实际大盘反弹他有下来了,146,0,,,,,
2021/3/15 14:58,wxyzzrzxg,那些坚定看好极米到700～1000的，现在可以,254,0,,,,,
2021/3/15 14:54,捉妖寻板,哈哈哈哈好惨,122,0,,,,,
2021/3/15 14:51,入市即赌毁一生,不跑的明天继续跌,139,0,,,,,
2021/3/15 14:46,万事腾达得游坦之,长线看好,719,1,,,,,
2021/3/15 14:41,赢在精选强势股,极米科技目前只能关注跟踪中,278,0,,,,,
2021/3/15 13:55,石瓢紫砂壶,出货危危险！！！观望,239,0,,,,,
2021/3/15 13:47,一见无始才成空,这票高估太多，2百块，终极目标，不信的后面来验证！,247,0,,,,,
2021/3/15 13:09,高抛低吸8龙精,恶庄，弱庄！走了！买300950！留下慢慢洗，下半年才发,414,0,,,,,
2021/3/15 12:11,满天彩,散户也有大作为,187,0,,,,,
2021/3/15 11:58,alikhu,下午涨停,167,0,,,,,
2021/3/15 11:45,静水微澜W,我就看看机构会不会被打脸,1014,2,,,,,
2021/3/15 11:39,股市的春天888,极米科技:531元已买入！,3298,47,,,,,
2021/3/15 11:34,农民工打工,今天新低了你大爷的,188,1,,,,,
2021/3/15 11:31,Dominicdodo,之前就说了，低端投影，不值那么高的价格,174,0,,,,,
2021/3/15 11:20,石瓢紫砂壶,割了才痛快！抛光,143,0,,,,,
2021/3/15 10:57,农民工打工,451的成本好累,140,0,,,,,
2021/3/15 10:54,科创创小王子,已破位，割肉走人！,141,0,,,,,
2021/3/15 10:50,开心格桑花,只值50,151,0,,,,,
2021/3/15 10:42,加布里埃尔.可可9,极米科技1手底仓，涨不动！跌100加1手[大笑][大笑],916,11,,,,,
2021/3/15 10:36,股友fxtz,250就可以了,177,0,,,,,
2021/3/15 10:26,石瓢紫砂壶,破发休息！！！,197,0,,,,,
2021/3/15 10:16,路见不平吼一句,第二个,265,1,,,,,
2021/3/15 10:12,石瓢紫砂壶,找底！耐心瑾慎,139,0,,,,,
2021/3/15 9:59,神龙摆尾99999,其实发行价26，发行盘5000万，开盘60炒到200，一样圈,290,0,,,,,
2021/3/15 9:43,股友GO9aV5,就那产品质量，一年质保，不跌才怪,161,0,,,,,
2021/3/15 9:37,股友c62T3O,很快到400以下,167,0,,,,,
2021/3/15 9:35,股友TcCKR3,垃圾。砸中,193,0,,,,,
2021/3/15 9:00,清醒看时局,极米科技：此股含金量超[爱美客] 先看800元！,1186,10,,,,,
2021/3/15 8:23,农民工打工,你敢说极米在酒店应用不广吗极米不能用来智能办公吗极,334,0,,,,,
2021/3/14 23:10,曹莫莫,你个孤儿,169,0,,,,,
2021/3/14 22:31,涨跌看仓位,盘子太大了，明天一低开又是多杀多，阴跌开始。,193,0,,,,,
2021/3/14 16:24,股友Xn8kiM,国内旅游市场将回到增长轨道2021-03-12来源：北京日报,536,0,,,,,
2021/3/14 12:23,Double升升,先到180附近,327,0,,,,,
2021/3/14 11:47,股友heyaHv,为啥股吧杂鱼全是唱空的？出奇一致,516,6,,,,,
2021/3/14 10:41,力道1299804,极米产品玩家是8090后，年轻人的爆款产品，也是年轻人,1001,5,,,,,
2021/3/14 10:36,定定的狐,下午翻红,350,2,,,,,
2021/3/14 7:21,两袖青龙,唱空占据了大面积篇幅好股,309,1,,,,,
2021/3/14 7:07,hzj99188,一群傻缺，难怪中签的人赚20多万一个，有这么多傻缺在,335,0,,,,,
2021/3/13 23:13,莫高XO马扎罗VSOP,大家好，价值投资再出发，今天上榜一个真正的价值低股,564,2,,,,,
2021/3/13 21:40,走过好望角,关于极米，谈谈我的看法极米我第一天开盘全出了，距离,2191,30,,,,,
2021/3/13 17:49,股友610d3z1176,高于100，或许都是炮灰,179,1,,,,,
2021/3/13 16:11,amway555888,极米科技发行费用1.1亿计入一季度的成本吗？,285,0,,,,,
2021/3/13 15:44,股权之争_勇者胜,给予1倍于发行价的溢价，266元收一部分,255,1,,,,,
2021/3/13 14:41,走过好望角,你以为我在唱空？那你去看看我早上发的数据说话那个帖,287,0,,,,,
2021/3/13 14:00,强威天下,终于知道咋回事了，极米315暴雷了,436,2,,,,,
2021/3/13 13:29,极米科技资讯,德邦证券维持极米科技增持评级 极米科技深度之公司详,2112,12,,,,,
2021/3/13 11:33,走过好望角,汇顶科技的现在就是极米科技的将来。有种的别跑，拿住,688,2,,,,,
2021/3/13 10:32,lvyw,两融余额持续缩减 科创板次新股获资金关注,2253,1,,,,,
2021/3/13 9:58,牛股数据宝,腰斩到300以下，应该没有悬念！这样说，可能持股的人,617,1,,,,,
2021/3/13 9:54,若愚之石,各位小散好好看看，本人高位提示狗庄诱多出货，之后便,279,1,,,,,
2021/3/13 7:53,极米科技资讯,极米科技(688696)融资融券信息(03-12),547,0,,,,,
2021/3/12 23:35,笋子的精神,周线墓牌线！也就是死人线！恐怖之极！有票的朋友自己,341,2,,,,,
2021/3/12 23:08,股友d3523927d6,有散户中签的吗？,311,2,,,,,
2021/3/12 18:55,极米科技股友,董秘您好，极米科技，2020国内投影仪出货量、销售额双,1381,2,,,,,
2021/3/12 17:50,赚或是不赚,喋喋不休,571,8,,,,,
2021/3/12 16:23,天南海北1,现在是主力也不敢往下打洗盘，一下去就会被融券的人买,293,0,,,,,
2021/3/12 16:21,股友WPKeBi,狗庄天天高抛低吸,238,2,,,,,
2021/3/12 16:19,天钰喆,有什么慌得，看看石头科技也不是一两天就涨上来的，拿,350,2,,,,,
2021/3/12 16:13,极米科技股友,请问贵公司，百度作为公司的股东，公司可不可以向百度,552,1,,,,,
2021/3/12 15:43,股友r9zBEO,不要慌做做差价,241,1,,,,,
2021/3/12 15:29,农民工打工,又是无聊的一天517卖485买,322,2,,,,,
2021/3/12 15:10,股友TcCKR3,给中望提鞋都不配垃圾主力,227,1,,,,,
2021/3/12 14:55,股友TcCKR3,你这个砸中,178,0,,,,,
2021/3/12 14:54,fJJf,极米无屏电视和市场占有率高是看点，如果普及电视机都,1271,5,,,,,
2021/3/12 14:53,神龙摆尾99999,现在的走势就像一个风雨飘摇中风烛残年的老人，下周向,202,0,,,,,
2021/3/12 14:46,ckw528,当初恒玄科技也是机构极力推荐，天天发研报推荐，看看,398,1,,,,,
2021/3/12 14:42,宗国银河,看样子今天还得收阳线天天洗呀洗,179,0,,,,,
2021/3/12 14:37,股友TcCKR3,狗庄是砸中,129,1,,,,,
2021/3/12 14:36,石瓢紫砂壶,破位下行！危险地,162,0,,,,,
2021/3/12 14:35,走过好望角,如果跌了，说明庄家已经完成任务，如果涨了,302,2,,,,,
2021/3/12 14:25,域林7777,我是被研报骗进来的你呢？,172,0,,,,,
2021/3/12 14:17,一生何求2040,再加仓,165,0,,,,,
2021/3/12 14:15,股友S7jpyh,下周穿破470,133,0,,,,,
2021/3/12 14:13,股友GO9aV5,有股友用极米的投影仪吗？一年质保，过保就,484,7,,,,,
2021/3/12 13:59,宗国银河,买了一台,1021,8,,,,,
2021/3/12 13:52,巴菲特BMW,今天肯定收红,236,2,,,,,
2021/3/12 13:49,极米科技资讯,极米科技深度之公司详解：极米的壁垒有多高,9637,24,,,,,
2021/3/12 13:45,巨贪饕餮,513走人。。五个点,177,0,,,,,
2021/3/12 13:23,若愚之石,典型的拉高诱多，狗庄连续多日诱多出货，小,216,0,,,,,
满天彩,筹码集中。,昨日主力洗筹成功,218,1,2021/3/12 13:05,,,,
2021/3/12 11:48,熊市谨慎生存,机构进场了，要大涨了，守住[大笑][大笑][,234,0,,,,,
2021/3/12 11:07,一切一切都是虚无,一样的的味道，一样的套路，这种没什么科技,977,10,,,,,
2021/3/12 10:57,海龟飞过3927,还是金山牛啊,167,0,,,,,
2021/3/12 10:00,石瓢紫砂壶,出小研必跌！股市小定律，危险地,162,0,,,,,
2021/3/12 9:35,泰山狼行天下,果然妍报都是坑人的,206,0,,,,,
2021/3/12 9:29,股市不赔钱跑得快,好机会啊兄弟们买,155,0,,,,,
2021/3/12 9:23,石瓢紫砂壶,暴跌,140,0,,,,,
2021/3/12 9:03,记住股市不是慈善,这股严重高估，不知道发行价怎么来的？,189,0,,,,,
2021/3/12 8:57,无忧花开2234759,今天很明显在洗盘,551,5,,,,,
2021/3/12 7:43,极米科技资讯,极米科技(688696)融资融券信息(03-11),508,0,,,,,
2021/3/11 23:51,看着你999,屁个涨停，融券这么多能吗,166,0,,,,,
2021/3/11 23:35,平常心8844150453,百度要在香港上市 这股可会跟上涨一波,303,2,,,,,
2021/3/11 22:21,神龙摆尾99999,500多元，是否极度低估?还是已经透支了未来几年?这是,313,0,,,,,
2021/3/11 22:12,柯大侠1937,完了研报又来了德邦证券也来忽悠明天又得大跌了[呲牙],359,1,,,,,
2021/3/11 20:48,股友S7jpyh,散户跟进太多，大资金会让大家轻松赚钱？,284,0,,,,,
2021/3/11 20:32,飞驰的小阳阳,事出反差必有妖明天见,234,0,,,,,
2021/3/11 20:02,guoweili,477割肉最低点了,358,3,,,,,
2021/3/11 19:39,需要运气,看了这些个研报，买了5手的我瑟瑟发抖！,368,0,,,,,
2021/3/11 19:16,柯大侠1937,要不是大盘大涨这货起码跌10个点,338,2,,,,,
2021/3/11 18:16,Irene321,底部割肉8千多股，哭晕，还是不能盯盘，扛不住的慌，,781,9,,,,,
2021/3/11 17:26,神龙摆尾99999,名不见经传的坚果、当贝就可以大幅增长，虎视眈眈的小,462,0,,,,,
2021/3/11 15:54,云588,看好极米,260,0,,,,,
2021/3/11 14:56,wxyzzrzxg,今天开始连续阴跌！,173,0,,,,,
2021/3/11 14:43,历史砖家,老师说极米科技今天开始15个地停板,483,5,,,,,
2021/3/11 14:42,股市风险提醒,极米的主力不强，今天炒作明显看出来了！,329,2,,,,,
2021/3/11 14:38,拾贝88888888,卖了卖了，全卖了，经不起折腾了！,180,0,,,,,
2021/3/11 14:24,石瓢紫砂壶,今日必创新低！瑾慎耐心,180,0,,,,,
2021/3/11 14:23,guoweili,每天收盘的时候砸,176,0,,,,,
2021/3/11 14:16,美丽的海岛,地极米让我亏1.3万跑出来，跟鬼机构玩不行,395,5,,,,,
2021/3/11 14:13,域林7777,尾盘创新低吗？,226,1,,,,,
2021/3/11 14:09,柯大侠1937,下午收盘价估计在460-472之间,218,1,,,,,
2021/3/11 14:01,福建总舵主,这一波下跌，好多人割肉出局了,369,5,,,,,
2021/3/11 13:57,智能大屏观察网,IDC2020年中国投影机市场报告：当贝投影连续两年增长,1349,4,,,,,
2021/3/11 13:41,一生何求2040,昨天出了酒鬼酒买了这货[哭][哭][哭],187,0,,,,,
2021/3/11 13:25,熊市谨慎生存,这诱多？,182,0,,,,,
2021/3/11 13:20,爱相随168,我一下车，你果然就涨上来了！不好意思，是我一直在压,193,0,,,,,
2021/3/11 13:03,你抛我接,继续补仓,155,0,,,,,
2021/3/11 12:51,梦魇股市,放量大跌？收盘520以上我就追高，否则只能做空…,167,0,,,,,
2021/3/11 12:36,股友tWp8bf,100都高,160,0,,,,,
2021/3/11 12:31,宗国银河,其实这样挺好磨磨底不需要快速拉升,217,0,,,,,
2021/3/11 11:55,自主研究自主投资,这货怎么样？,306,2,,,,,
2021/3/11 11:40,小散之无忧,我发起了一个投票，【#极米科技#今日周四收盘】，快来,222,0,,,,,
2021/3/11 11:29,农民工打工,大家一起把他买到1000,171,0,,,,,
2021/3/11 11:23,福建总舵主,主力割肉跑了,173,0,,,,,
2021/3/11 11:22,神龙摆尾99999,这么高的发行价，可见实控人对公司并无信心，圈钱到手,303,0,,,,,
2021/3/11 11:20,米乐2012,主要还是没有核心竞争力组装为主，市场份额和软件优势,181,0,,,,,
2021/3/11 11:17,scxcxy,主力是笨蛋，大好行情给浪费了,182,0,,,,,
2021/3/11 11:16,股权之争_勇者胜,坐等400,143,0,,,,,
2021/3/11 11:12,股友S7jpyh,害人模式，60分钟线完蛋了！,132,0,,,,,
2021/3/11 11:10,极米科技资讯,极米科技(688696)融资融券信息(03-09),623,1,,,,,
2021/3/11 11:02,穿山甲666,散户太多了有的震荡了,214,3,,,,,
2021/3/11 10:57,股友TcCKR3,你怎么就这么见这么垃圾呢,158,0,,,,,
2021/3/11 10:53,股友TcCKR3,你们这些空狗都是砸中,151,0,,,,,
2021/3/11 10:50,暖阳花香微风,别再说第二个爱美客了，看看爱美客今天涨了多少，再看,194,0,,,,,
2021/3/11 10:48,木头宁1,收盘如果大阴线，明天低开，会亏多少？有没有想过？,169,0,,,,,
2021/3/11 10:46,股友Eqybeb,3.15后再决定是否加仓,151,0,,,,,
2021/3/11 10:41,皮股民一个,涨停我爱你,170,1,,,,,
2021/3/11 10:24,自主研究自主投资,这货怎么样？,156,0,,,,,
2021/3/11 10:23,谁不爱强势股,跟中望那个垃圾走呀？人家二百倍的市盈率，业绩不到你,154,0,,,,,
2021/3/11 10:20,无忧花开2234759,明显洗盘，今天还有高点出现,160,0,,,,,
2021/3/11 10:20,定定的狐,500大元再次买入200股，肉来,142,0,,,,,
2021/3/11 10:06,熊市谨慎生存,跌20个点,108,0,,,,,
2021/3/11 10:02,股友TcCKR3,真是砸中,128,0,,,,,
2021/3/11 9:37,股友r9zBEO,炮位已架好,149,0,,,,,
2021/3/11 9:12,农民工打工,其实你们不懂极米科技投资股东有百度和芒果说明他们对,395,0,,,,,
2021/3/11 8:32,皮股民一个,老师说每天最少涨9个点,199,0,,,,,
2021/3/11 8:07,百元奥飞,10倍市净率，100倍市盈率，唉，投影机科技含量低，市,271,1,,,,,
2021/3/11 8:00,皮股民一个,我觉得今天应该涨9个点吧,211,0,,,,,
2021/3/11 7:41,极米科技资讯,极米科技(688696)融资融券信息(03-10),543,0,,,,,
2021/3/11 1:16,江河汇,驿站像游戏一下刺激上瘾,174,0,,,,,
2021/3/11 0:47,透过现象,大盘风险，高价股开始大跌！,234,6,,,,,
2021/3/10 23:10,fJJf,爱美客二千六百万盘，净资34元，业绩3.66元，十送八开,343,0,,,,,
2021/3/10 22:58,股神来看望你们,极米科技开盘最低500元，正常会开在550以上，第一天炒,2164,13,,,,,
2021/3/10 22:11,wxyzzrzxg,今天冲进去抄底的几乎全军覆没！明天开始慢慢下跌！,412,2,,,,,
2021/3/10 21:41,美丽的海岛,大家不要买极米，极米百分之百机构在里面,324,0,,,,,
2021/3/10 21:34,走过好望角,明天开盘挂涨停价买入，听股友的建议，打算拿到1600，,494,7,,,,,
2021/3/10 20:32,觅牛者001,都不要神预测了，五百附近震荡一段时间选择方向。最低,427,0,,,,,
2021/3/10 19:16,股友nu9KS6,市场占有率第一[憨笑][憨笑][憨笑],428,1,,,,,
2021/3/10 18:28,谁不爱强势股,爱美客第二，上市331一直走到1331，涨了1000远！,671,3,,,,,
2021/3/10 18:11,金股银股6666,它的表现挺好的，昨天的跌幅，今天完全收复了，目前看,297,0,,,,,
2021/3/10 17:53,非专业de股民,哈哈：我也斗胆买了500股啊,233,0,,,,,
2021/3/10 17:07,股友56291e669E,早说过最近新股也有极米开盘买进不套人,283,0,,,,,
2021/3/10 16:39,农民工打工,明天看下能不能上5日线,198,0,,,,,
2021/3/10 20:33,中访网财经,极米科技有点“软”,3545,1,,,,,
2021/3/10 15:43,大连杨亿,极米科技300亿市值高潮未平，“后浪”峰米科技未来估,816,1,,,,,
2021/3/10 15:05,丫丫港股圈,值得放在观察名单的投影赛道龙头股：极米科技,3282,0,,,,,
2021/3/10 14:47,指数增强小,新股1个板都没封住，牛年以来首例！,2475,0,,,,,
2021/3/10 14:27,股友kTHmhD,赶快涨停，明天再跌停,216,1,,,,,
2021/3/10 14:21,一生何求2040,马上就第一名,407,0,,,,,
2021/3/10 14:04,春天1978,没人接盘，把股东愁死了！哈哈哈！,214,0,,,,,
2021/3/10 13:06,极米科技资讯,智能投影风起，国货正当时,11480,20,,,,,
2021/3/10 12:38,石瓢紫砂壶,破五日线！逃之,267,2,,,,,
2021/3/10 11:50,一生何求2040,火速加仓，60个交易日会涨到850元[呲牙][呲,265,0,,,,,
2021/3/10 11:14,eightszk,我的乖乖，真想买呀！,273,0,,,,,
2021/3/10 11:07,股友r9zBEO,我可以明确地告诉你们523.87元不是今日的最,333,1,,,,,
2021/3/10 11:06,啥最无聊,昨天尾盘割肉的劝你销户吧。哈哈哈哈。大sx,457,3,,,,,
2021/3/10 11:03,追星族st,昨天喊你们抄底了，今天爽歪歪呀！涨停我就,198,0,,,,,
2021/3/10 11:02,工科迷途小书童76,可以跑了，形势不对,208,1,,,,,
2021/3/10 10:48,神龙摆尾99999,长熊走势,147,0,,,,,
2021/3/10 10:30,泰山狼行天下,又要诱多发套吗，散户跟少，狗咬狗,147,0,,,,,
2021/3/10 9:59,Bufferos,有人给拉起来刘要赶快卖,152,0,,,,,
2021/3/10 9:53,啥最无聊,跟爱美客七个亿营收800亿市值比，你真应该,514,3,,,,,
2021/3/10 9:35,皮股民一个,今天能上600吗？,229,1,,,,,
2021/3/10 8:54,历史砖家,极米科技今天开始暴跌至少15个跌停,439,3,,,,,
2021/3/10 8:45,看见风电扇,好公司呀,391,2,,,,,
2021/3/10 8:20,非专业de股民,融券多多啊,371,1,,,,,
2021/3/10 8:18,股圣之股侠,预计高开6%左右，美股科技股暴涨,221,0,,,,,
2021/3/10 7:52,锦缎研究院,极米科技有点“软”,2889,0,,,,,
2021/3/10 7:16,你姐夫快回来了,明天会涨一倍,847,14,,,,,
2021/3/10 3:56,天山水哥,国内投影设备行业龙头企业,425,0,,,,,
2021/3/9 23:44,股尊Lisir,15年炒股经验告诉我学会止损比赚钱更重要,625,11,,,,,
2021/3/9 23:41,啥最无聊,A50开始拉升。尾盘恐慌盘卖出明显。错杀,487,5,,,,,
2021/3/9 23:37,柯大侠1937,622下来跌了近140快28个点高价股跌起来是要,190,0,,,,,
2021/3/9 23:21,股友jlq8N2,步夏新电子后尘,144,0,,,,,
2021/3/9 22:33,大象小鱼,好公司啊,1122,3,,,,,
2021/3/9 22:23,股友S7jpyh,主力资金已清仓甩卖了吗？看不出来,230,1,,,,,
2021/3/9 21:49,小熊小熊杰里米,不错的公司,206,0,,,,,
2021/3/9 20:05,股友S7jpyh,上窜下跳的逐波杀跌走低！唉，套住了咋办的,164,0,,,,,
2021/3/9 20:02,啥最无聊,A50暴涨，尾盘恐慌割肉的sx,236,0,,,,,
2021/3/9 19:51,骑毛毛打泡泡,科创板可能要将50万的门槛下调了，估计要跟,1438,2,,,,,
2021/3/9 19:29,笋子的精神,下跌中继！,206,0,,,,,
2021/3/9 19:25,不信邪不认命,明天440,163,0,,,,,
2021/3/9 19:16,域林7777,继续买入下不来的样子,489,5,,,,,
2021/3/9 19:25,不信邪不认命,明天440,163,0,,,,,
2021/3/9 19:16,域林7777,继续买入下不来的样子,489,5,,,,,
2021/3/9 19:09,佐罗大黑马,$极米科技(SH688696)$688696极米科技，减仓。,272,0,,,,,
2021/3/9 18:11,中签挣钱,祝中签的都发大财！,210,1,,,,,
2021/3/9 17:49,啥最无聊,纳指期货超跌暴涨反弹。明天科技股领涨？,188,0,,,,,
2021/3/9 17:12,一个低调小散,都说了，没有任何技术含量的玩意，不跌成才怪,166,0,,,,,
2021/3/9 17:06,梦想之神1,100元见[微笑],195,0,,,,,
2021/3/9 16:58,粗壮大树,市场占有率高,652,3,,,,,
2021/3/9 16:52,股圣之股侠,【证监会“云反馈”上海人大代表建议：将认真研究科创,533,0,,,,,
2021/3/9 16:49,小道萧克明,这么多唱多的～,153,0,,,,,
